Season;Week;Home or Away;Opponent;Outcome
Regular Season;10;Home;DET;W
Regular Season;11;Home;NYJ;W
Regular Season;12;Away;BUF;L
Regular Season;13;Away;DAL;L
Regular Season;14;Away;DET;L
Regular Season;15;Home;CHI;W
Regular Season;16;Home;ATL;W
Regular Season;17;Away;TB;W
Postseason;18;Home;DET;W
Postseason;19;Away;DAL;L
Regular Season;1;Home;RAM;W
Regular Season;2;Home;PHI;L
Regular Season;4;Away;MIN;L
Regular Season;5;Away;DAL;L
Regular Season;6;Home;DEN;W
Regular Season;8;Away;TB;W
Regular Season;9;Home;CHI;W
Regular Season;10;Away;KC;L
Regular Season;11;Away;NO;W
Regular Season;12;Home;DET;W
Regular Season;13;Home;TB;W
Regular Season;14;Away;CHI;L
Regular Season;15;Away;SD;W
Regular Season;16;Home;MIN;L
Regular Season;17;Home;RAI;W
Regular Season;18;Away;DET;L
Postseason;19;Away;DET;W
Postseason;20;Away;DAL;L
Pro Bowl;23;Away;APR;W
Regular Season;1;Home;MIN;L
Regular Season;2;Away;TB;L
Regular Season;3;Home;CIN;W
Regular Season;4;Home;PIT;W
Regular Season;5;Away;ATL;L
Regular Season;7;Away;CLE;L
Regular Season;8;Home;CHI;L
Regular Season;9;Away;DET;W
Regular Season;10;Away;NYG;L
Regular Season;11;Home;PHI;W
Regular Season;12;Away;CHI;W
Regular Season;13;Home;TB;W
Regular Season;14;Home;DET;W
Regular Season;15;Away;HOU;W
Regular Season;16;Home;RAM;W
Regular Season;17;Away;MIN;L
Pro Bowl;22;Away;NPR;W
Regular Season;1;Away;KC;L
Regular Season;9;Home;RAM;W
Regular Season;11;Away;WAS;L
Regular Season;1;Home;MIA;L
Regular Season;2;Away;DEN;L
Regular Season;3;Away;BAL;L
Regular Season;4;Home;NYJ;L
Regular Season;5;Home;ATL;W
Regular Season;6;Home;CLE;L
Regular Season;7;Away;SEA;L
Regular Season;8;Away;NE;W
Regular Season;9;Home;BAL;L
Regular Season;10;Home;NE;L
Regular Season;11;Away;OAK;L
Regular Season;12;Home;WAS;L
Regular Season;13;Away;NYJ;W
Regular Season;14;Away;MIA;L
Preseason;1;Away;KC;W
Preseason;2;Home;MIN;L
Preseason;3;Home;DAL;W
Preseason;4;Away;OAK;W
Regular Season;1;Home;MIA;W
Regular Season;2;Away;LA;L
Regular Season;3;Home;SF;W
Regular Season;4;Away;NYJ;W
Regular Season;6;Home;ATL;W
Regular Season;7;Away;ARI;T
Regular Season;8;Away;NO;L
Regular Season;9;Home;BUF;W
Regular Season;10;Away;NE;W
Regular Season;11;Home;PHI;W
Regular Season;12;Away;TB;L
Regular Season;13;Home;CAR;W
Regular Season;14;Away;GB;L
Regular Season;15;Home;LA;W
Regular Season;16;Home;ARI;L
Regular Season;17;Away;SF;W
Postseason;18;Home;DET;W
Postseason;19;Away;ATL;L
Preseason;2;Home;NYJ;W
Preseason;3;Away;CAR;W
Preseason;1;Home;ATL;W
Preseason;2;Home;MIA;L
Preseason;3;Away;TB;W
Preseason;4;Away;WAS;W
Regular Season;1;Away;TEN;L
Regular Season;2;Home;BUF;L
Regular Season;3;Away;IND;W
Regular Season;4;Home;HOU;W
Regular Season;5;Home;PIT;L
Regular Season;6;Away;DEN;W
Regular Season;8;Home;CLE;L
Regular Season;9;Away;CIN;L
Regular Season;10;Away;DET;W
Regular Season;11;Home;TEN;L
Regular Season;12;Home;MIN;L
Regular Season;13;Away;HOU;L
Regular Season;14;Away;CHI;L
Regular Season;15;Home;GB;W
Regular Season;16;Home;IND;L
Regular Season;17;Away;BAL;L
Preseason;1;Home;JAC;W
Preseason;2;Away;KC;W
Preseason;3;Home;TB;L
Preseason;4;Away;NO;L
Regular Season;1;Away;WAS;L
Regular Season;2;Home;DAL;L
Regular Season;3;Away;NYJ;L
Regular Season;4;Home;OAK;L
Regular Season;5;Away;HOU;L
Regular Season;6;Away;CLE;L
Regular Season;7;Home;NE;L
Regular Season;8;Home;NYG;L
Regular Season;10;Home;BUF;L
Regular Season;11;Away;PHI;L
Regular Season;12;Away;PIT;L
Regular Season;13;Home;NYJ;L
Regular Season;14;Away;BUF;L
Regular Season;15;Home;BAL;W
Regular Season;16;Away;NE;L
Regular Season;17;Home;CIN;L
Preseason;1;Home;JAC;L
Preseason;2;Away;TB;W
Preseason;3;Away;CAR;L
Preseason;4;Home;STL;W
Regular Season;1;Away;PIT;L
Regular Season;2;Home;BUF;L
Regular Season;3;Home;TEN;W
Regular Season;4;Away;HOU;L
Regular Season;5;Away;NE;L
Regular Season;6;Away;NYJ;L
Regular Season;7;Home;GB;L
Regular Season;9;Away;CHI;W
Regular Season;10;Home;KC;W
Regular Season;11;Home;MIN;W
Regular Season;12;Away;DET;W
Regular Season;13;Home;JAC;L
Regular Season;14;Home;NE;W
Regular Season;15;Away;BUF;L
Regular Season;16;Home;NYJ;L
Regular Season;17;Away;IND;L
Regular Season;1;Home;DAL;L
Regular Season;2;Away;DEN;L
Regular Season;3;Home;NYG;W
Regular Season;4;Away;NE;W
Regular Season;5;Home;PIT;L
Regular Season;6;Away;OAK;W
Regular Season;7;Home;KC;L
Regular Season;8;Away;NO;W
Regular Season;9;Home;ATL;L
Regular Season;10;Home;NE;L
Regular Season;11;Away;CLE;L
Regular Season;12;Away;OAK;W
Regular Season;13;Home;BUF;W
Regular Season;14;Away;SD;W
Regular Season;15;Home;NYJ;W
Regular Season;16;Home;TEN;W
Regular Season;17;Away;NE;W
Regular Season;1;Away;HOU;W
Regular Season;2;Home;NYJ;L
Regular Season;3;Away;DEN;L
Regular Season;4;Home;TEN;W
Regular Season;5;Home;JAC;W
Regular Season;6;Away;ATL;L
Regular Season;7;Away;CAR;W
Regular Season;8;Home;OAK;W
Regular Season;9;Home;NO;W
Regular Season;11;Away;OAK;W
Regular Season;12;Away;KC;W
Regular Season;13;Home;DEN;W
Regular Season;14;Home;TB;W
Regular Season;15;Away;CLE;W
Regular Season;16;Away;IND;L
Regular Season;17;Home;KC;W
Postseason;18;Home;NYJ;L
Regular Season;1;Away;BUF;L
Regular Season;2;Home;PIT;L
Regular Season;4;Away;CIN;L
Regular Season;5;Home;TEN;L
Regular Season;6;Away;SEA;L
Regular Season;7;Home;IND;L
Regular Season;8;Home;CLE;W
Regular Season;9;Away;JAC;L
Regular Season;10;Away;IND;L
Regular Season;11;Home;KC;L
Regular Season;12;Home;STL;L
Regular Season;13;Away;BAL;L
Regular Season;14;Away;TEN;L
Regular Season;15;Home;ARI;W
Regular Season;16;Home;JAC;L
Regular Season;17;Away;SF;L
Regular Season;1;Home;SD;L
Regular Season;2;Away;DET;L
Regular Season;3;Away;KC;W
Regular Season;4;Home;OAK;W
Regular Season;5;Home;MIN;L
Regular Season;6;Away;TEN;W
Regular Season;8;Home;JAC;W
Regular Season;9;Away;DEN;L
Regular Season;10;Away;IND;L
Regular Season;11;Home;GB;L
Regular Season;12;Home;TEN;W
Regular Season;13;Away;NYJ;L
Regular Season;14;Home;IND;L
Regular Season;15;Away;CHI;W
Regular Season;16;Away;JAC;W
Regular Season;17;Home;CLE;L
Regular Season;1;Away;MIA;W
Regular Season;2;Away;NO;L
Regular Season;3;Home;KC;L
Regular Season;4;Home;JAC;W
Regular Season;6;Away;TEN;L
Regular Season;7;Home;NYJ;L
Regular Season;8;Away;IND;L
Regular Season;9;Home;CAR;W
Regular Season;10;Away;CIN;L
Regular Season;11;Away;BUF;W
Regular Season;12;Home;NE;L
Regular Season;13;Home;ATL;W
Preseason;3;Home;MIA;L
Preseason;4;Home;TB;L
Regular Season;1;Home;DAL;W
Regular Season;2;Away;SD;L
Regular Season;3;Home;IND;L
Regular Season;4;Away;PHI;L
Regular Season;6;Home;BUF;L
Regular Season;7;Away;CLE;L
Regular Season;8;Away;JAC;W
Regular Season;9;Home;CIN;L
Regular Season;10;Away;TEN;L
Regular Season;11;Home;JAC;L
Regular Season;12;Home;NYG;W
Regular Season;13;Away;IND;L
Regular Season;14;Away;PIT;W
Regular Season;15;Home;BAL;L
Regular Season;16;Away;WAS;L
Regular Season;17;Home;TEN;L
Regular Season;1;Away;SD;L
Regular Season;2;Away;GB;L
Regular Season;3;Home;KC;L
Regular Season;4;Away;NYG;L
Regular Season;5;Away;DAL;L
Regular Season;6;Home;CAR;W
Regular Season;7;Home;NYG;W
Regular Season;8;Home;SEA;W
Regular Season;10;Away;DEN;W
Regular Season;11;Away;PHI;W
Regular Season;12;Home;DAL;L
Regular Season;13;Away;ARI;W
Regular Season;14;Home;PHI;L
Regular Season;15;Home;CHI;L
Regular Season;16;Away;NO;W
Regular Season;17;Home;ARI;W
Regular Season;1;Away;PIT;W
Regular Season;2;Home;JAC;W
Regular Season;3;Away;MIA;L
Regular Season;4;Home;CIN;W
Regular Season;5;Away;CLE;W
Regular Season;6;Away;JAC;W
Regular Season;7;Away;WAS;L
Regular Season;8;Home;TEN;L
Regular Season;9;Home;PIT;L
Regular Season;10;Away;CIN;W
Regular Season;11;Away;TEN;W
Regular Season;12;Home;DAL;W
Regular Season;13;Home;CLE;W
Regular Season;15;Home;SD;W
Regular Season;16;Away;ARI;W
Regular Season;17;Home;NYJ;W
Postseason;18;Home;DEN;W
Postseason;19;Away;TEN;W
Postseason;20;Away;OAK;W
Postseason;21;Away;NYG;W
Regular Season;1;Away;STL;L
Regular Season;2;Home;PIT;L
Regular Season;3;Home;CLE;W
Regular Season;4;Away;ATL;W
Regular Season;5;Away;TEN;L
Regular Season;7;Home;KC;L
Regular Season;8;Home;BUF;L
Regular Season;9;Away;CLE;W
Regular Season;10;Away;JAC;L
Regular Season;11;Away;CIN;W
Regular Season;12;Home;JAC;L
Regular Season;13;Home;TEN;W
Regular Season;14;Away;PIT;W
Regular Season;15;Home;NO;W
Regular Season;16;Home;CIN;W
Regular Season;17;Away;NE;L
Regular Season;1;Home;NO;L
Regular Season;2;Home;MIN;L
Regular Season;3;Away;BUF;W
Regular Season;4;Home;ARI;L
Regular Season;6;Home;NYJ;W
Regular Season;7;Away;MIA;L
Regular Season;8;Home;SF;L
Regular Season;9;Away;ATL;L
Regular Season;10;Away;CHI;W
Regular Season;11;Away;NO;L
Regular Season;12;Home;CAR;L
Regular Season;13;Home;ATL;L
Regular Season;14;Away;PHI;L
Regular Season;15;Home;NE;W
Regular Season;1;Home;NO;W
Regular Season;2;Home;SF;L
Regular Season;3;Away;DEN;L
Regular Season;4;Home;NYG;W
Regular Season;5;Away;OAK;L
Regular Season;7;Away;SF;L
Regular Season;8;Home;SEA;L
Regular Season;9;Home;KC;L
Regular Season;10;Away;ATL;L
Regular Season;11;Away;GB;L
Regular Season;12;Home;ATL;L
Regular Season;13;Home;CAR;L
Regular Season;14;Away;WAS;W
Regular Season;15;Away;NO;W
Regular Season;16;Home;CHI;L
Regular Season;17;Away;CAR;W
Regular Season;1;Home;CIN;W
Regular Season;2;Away;SF;L
Regular Season;4;Home;WAS;L
Regular Season;5;Away;ARI;L
Regular Season;6;Home;SF;L
Regular Season;7;Away;CAR;L
Regular Season;8;Home;JAC;W
Regular Season;9;Away;BAL;L
Regular Season;10;Away;PIT;L
Regular Season;11;Home;ATL;W
Regular Season;12;Home;CAR;L
Regular Season;13;Home;GB;L
Regular Season;14;Away;NO;W
Regular Season;15;Away;CHI;L
Regular Season;16;Away;ATL;W
Regular Season;17;Home;NO;W
Regular Season;1;Away;NO;W
Regular Season;2;Home;WAS;W
Regular Season;3;Home;TB;L
Regular Season;4;Away;CHI;W
Regular Season;5;Home;MIN;L
Regular Season;6;Home;GB;W
Regular Season;8;Away;TB;W
Regular Season;9;Away;IND;L
Regular Season;10;Home;MIA;L
Regular Season;11;Home;ATL;W
Regular Season;12;Away;NYG;W
Regular Season;13;Home;NE;W
Regular Season;14;Away;MIN;L
Regular Season;15;Away;GB;L
Regular Season;16;Away;NYJ;W
Regular Season;17;Home;CHI;L
Regular Season;1;Away;STL;L
Regular Season;2;Home;PIT;L
Regular Season;3;Home;CLE;W
Regular Season;4;Away;ATL;W
Regular Season;5;Away;TEN;L
Regular Season;7;Home;KC;L
Regular Season;8;Home;BUF;L
Regular Season;9;Away;CLE;W
Regular Season;10;Away;JAC;L
Regular Season;11;Away;CIN;W
Regular Season;12;Home;JAC;L
Regular Season;13;Home;TEN;W
Regular Season;14;Away;PIT;W
Regular Season;15;Home;NO;W
Regular Season;16;Home;CIN;W
Regular Season;17;Away;NE;L
Regular Season;1;Away;DAL;L
Regular Season;2;Away;SEA;L
Regular Season;3;Home;PHI;W
Regular Season;4;Away;STL;W
Regular Season;5;Home;OAK;L
Regular Season;6;Home;CHI;W
Regular Season;7;Away;NYG;L
Regular Season;9;Away;DET;W
Regular Season;10;Home;WAS;W
Regular Season;11;Home;DAL;L
Regular Season;12;Away;WAS;W
Regular Season;13;Away;KC;L
Regular Season;14;Home;NYG;L
Regular Season;15;Away;PHI;W
Regular Season;16;Home;NO;W
Regular Season;17;Home;SD;W
Postseason;18;Away;DAL;W
Postseason;19;Away;MIN;L
Regular Season;1;Away;CIN;L
Regular Season;2;Home;DAL;W
Regular Season;3;Away;WAS;L
Regular Season;5;Away;TB;L
Regular Season;6;Home;MIN;L
Regular Season;7;Home;NYG;L
Regular Season;8;Away;PHI;L
Regular Season;9;Home;TEN;L
Regular Season;10;Home;PHI;W
Regular Season;11;Away;DAL;L
Regular Season;12;Away;NYG;L
Regular Season;13;Away;BAL;W
Regular Season;14;Home;PIT;L
Regular Season;15;Home;WAS;L
Regular Season;16;Away;NO;L
Regular Season;17;Home;ATL;W
Regular Season;1;Away;IND;L
Regular Season;2;Home;MIA;L
Regular Season;3;Away;NE;L
Regular Season;4;Away;NO;W
Regular Season;5;Home;STL;W
Regular Season;7;Away;DAL;L
Regular Season;8;Home;TB;W
Regular Season;9;Home;NYJ;L
Regular Season;10;Away;NYG;L
Regular Season;11;Away;WAS;W
Regular Season;12;Home;NYG;W
Regular Season;13;Home;PHI;W
Regular Season;14;Away;MIN;L
Regular Season;15;Home;DAL;L
Regular Season;16;Home;WAS;W
Regular Season;17;Away;PHI;L
Regular Season;1;Away;WAS;L
Regular Season;2;Home;PHI;L
Regular Season;3;Away;DET;W
Regular Season;4;Away;DAL;L
Regular Season;5;Home;KC;L
Regular Season;6;Away;NYG;L
Regular Season;7;Home;WAS;W
Regular Season;9;Home;SEA;W
Regular Season;10;Away;DEN;L
Regular Season;11;Home;MIN;L
Regular Season;12;Away;CAR;L
Regular Season;13;Home;ATL;W
Regular Season;14;Home;NYG;L
Regular Season;15;Away;SD;L
Regular Season;16;Away;PHI;L
Regular Season;17;Home;DAL;L
Regular Season;3;Away;RAI;L
Regular Season;4;Away;MIA;L
Regular Season;5;Home;DEN;L
Regular Season;9;Home;NYG;L
Regular Season;10;Away;CHI;L
Regular Season;11;Home;SEA;L
Regular Season;1;Away;PHI;L
Regular Season;2;Home;WAS;W
Regular Season;3;Home;CLE;W
Regular Season;4;Away;GB;W
Regular Season;5;Away;DAL;W
Regular Season;7;Home;DET;L
Regular Season;8;Away;MIN;W
Regular Season;9;Home;CHI;L
Regular Season;10;Away;ARI;L
Regular Season;11;Home;ATL;L
Regular Season;12;Home;PHI;L
Regular Season;13;Away;WAS;L
Regular Season;14;Away;BAL;L
Regular Season;15;Home;PIT;L
Regular Season;16;Away;CIN;L
Regular Season;17;Home;DAL;W
Regular Season;1;Home;STL;W
Regular Season;2;Home;DAL;L
Regular Season;3;Away;WAS;W
Regular Season;5;Home;MIA;L
Regular Season;6;Away;NE;L
Regular Season;7;Home;PHI;L
Regular Season;8;Away;MIN;W
Regular Season;9;Away;NYJ;W
Regular Season;10;Home;ATL;L
Regular Season;11;Away;PHI;L
Regular Season;12;Away;TB;L
Regular Season;13;Home;BUF;L
Regular Season;14;Home;WAS;L
Regular Season;15;Away;NO;L
Regular Season;16;Away;DAL;L
Regular Season;17;Home;CAR;L
Preseason;0;Home;HOU;W
Preseason;1;Home;NE;W
Preseason;2;Away;ATL;L
Preseason;3;Away;NYJ;L
Preseason;4;Home;BAL;W
Regular Season;1;Home;SF;L
Regular Season;2;Away;STL;W
Regular Season;3;Home;SEA;W
Regular Season;4;Away;ARI;L
Regular Season;5;Away;DAL;W
Regular Season;6;Home;ATL;L
Regular Season;8;Away;PHI;L
Regular Season;9;Home;JAC;W
Regular Season;10;Away;MIN;W
Regular Season;11;Home;WAS;W
Regular Season;12;Away;HOU;L
Regular Season;13;Home;TEN;L
Regular Season;14;Away;WAS;W
Regular Season;15;Home;DAL;W
Regular Season;16;Away;IND;W
Regular Season;17;Home;PHI;W
Postseason;18;Away;SF;L
Regular Season;1;Away;DEN;L
Regular Season;2;Away;KC;W
Regular Season;3;Home;NO;W
Regular Season;4;Home;WAS;W
Regular Season;5;Away;STL;L
Regular Season;6;Home;PHI;L
Regular Season;7;Away;WAS;L
Regular Season;8;Home;DAL;W
Regular Season;9;Away;ARI;W
Regular Season;10;Away;MIN;L
Regular Season;11;Home;OAK;L
Regular Season;13;Away;DAL;L
Regular Season;14;Home;ARI;W
Regular Season;15;Home;SEA;W
Regular Season;16;Away;PHI;L
Regular Season;17;Home;GB;L
Preseason;1;Home;DET;L
Preseason;2;Home;PHI;L
Preseason;3;Away;NO;W
Preseason;4;Away;CAR;L
Regular Season;1;Away;WAS;W
Regular Season;2;Home;CIN;W
Regular Season;3;Away;PHI;L
Regular Season;4;Home;KC;W
Regular Season;5;Home;NYJ;W
Regular Season;6;Away;MIA;L
Regular Season;7;Home;NE;L
Regular Season;9;Away;BAL;L
Regular Season;10;Home;DAL;L
Regular Season;11;Away;CLE;W
Regular Season;12;Away;IND;W
Regular Season;13;Home;NYG;W
Regular Season;14;Away;BUF;W
Regular Season;15;Away;CIN;W
Regular Season;16;Home;BAL;W
Regular Season;17;Home;CLE;W
Postseason;18;Home;MIA;W
Postseason;19;Away;KC;W
Postseason;20;Away;NE;L
Preseason;0;Away;MIN;L
Preseason;1;Away;JAC;L
Preseason;2;Home;GB;W
Preseason;3;Away;BUF;L
Preseason;4;Home;CAR;L
Regular Season;1;Away;NE;L
Regular Season;2;Home;SF;W
Regular Season;3;Away;STL;W
Regular Season;4;Home;BAL;L
Regular Season;5;Away;SD;W
Regular Season;6;Home;ARI;W
Regular Season;7;Away;KC;L
Regular Season;8;Home;CIN;L
Regular Season;9;Home;OAK;W
Regular Season;10;Home;CLE;W
Regular Season;12;Away;SEA;L
Regular Season;13;Home;IND;W
Regular Season;14;Away;CIN;W
Regular Season;15;Home;DEN;W
Regular Season;16;Away;BAL;L
Regular Season;17;Away;CLE;W
Postseason;18;Away;CIN;W
Postseason;19;Away;DEN;L
Pro Bowl;21;Away;RIC;W
Preseason;1;Away;NYG;L
Preseason;2;Home;BUF;W
Preseason;3;Away;PHI;L
Preseason;4;Home;CAR;L
Regular Season;1;Home;CLE;W
Regular Season;2;Away;BAL;L
Regular Season;3;Away;CAR;W
Regular Season;4;Home;TB;L
Regular Season;5;Away;JAC;W
Regular Season;6;Away;CLE;L
Regular Season;7;Home;HOU;W
Regular Season;8;Home;IND;W
Regular Season;9;Home;BAL;W
Regular Season;10;Away;NYJ;L
Regular Season;11;Away;TEN;W
Regular Season;13;Home;NO;L
Regular Season;14;Away;CIN;W
Regular Season;15;Away;ATL;W
Regular Season;16;Home;KC;W
Regular Season;17;Home;CIN;W
Postseason;18;Home;BAL;L
Pro Bowl;21;Away;CRT;W
Preseason;1;Home;NYG;L
Preseason;2;Away;WAS;L
Preseason;3;Home;KC;L
Preseason;4;Away;CAR;L
Regular Season;1;Home;TEN;L
Regular Season;2;Away;CIN;L
Regular Season;3;Home;CHI;L
Regular Season;4;Away;MIN;L
Regular Season;6;Away;NYJ;W
Regular Season;7;Home;BAL;W
Regular Season;8;Away;OAK;L
Regular Season;9;Away;NE;L
Regular Season;10;Home;BUF;W
Regular Season;11;Home;DET;W
Regular Season;12;Away;CLE;W
Regular Season;13;Away;BAL;L
Regular Season;14;Home;MIA;L
Regular Season;15;Home;CIN;W
Regular Season;16;Away;GB;W
Regular Season;17;Home;CLE;W
Preseason;1;Away;PHI;L
Preseason;2;Home;IND;W
Preseason;3;Away;BUF;W
Preseason;4;Home;CAR;W
Regular Season;1;Away;DEN;L
Regular Season;2;Home;NYJ;W
Regular Season;3;Away;OAK;L
Regular Season;5;Home;PHI;W
Regular Season;6;Away;TEN;L
Regular Season;7;Away;CIN;W
Regular Season;8;Home;WAS;W
Regular Season;9;Away;NYG;W
Regular Season;10;Home;KC;W
Regular Season;11;Home;BAL;L
Regular Season;12;Away;CLE;L
Regular Season;13;Away;BAL;W
Regular Season;14;Home;SD;L
Regular Season;15;Away;DAL;L
Regular Season;16;Home;CIN;L
Regular Season;17;Home;CLE;W
Preseason;1;Away;WAS;L
Preseason;2;Home;PHI;W
Preseason;3;Home;ATL;W
Preseason;4;Away;CAR;W
Regular Season;1;Away;BAL;L
Regular Season;2;Home;SEA;W
Regular Season;3;Away;IND;W
Regular Season;4;Away;HOU;L
Regular Season;5;Home;TEN;W
Regular Season;6;Home;JAC;W
Regular Season;7;Away;ARI;W
Regular Season;8;Home;NE;W
Regular Season;9;Home;BAL;L
Regular Season;10;Away;CIN;W
Regular Season;12;Away;KC;W
Regular Season;13;Home;CIN;W
Regular Season;14;Home;CLE;W
Regular Season;15;Away;SF;L
Regular Season;16;Home;STL;W
Regular Season;17;Away;CLE;W
Postseason;18;Away;DEN;L
Pro Bowl;21;Away;APR;L
Preseason;1;Home;DET;W
Preseason;2;Away;NYG;W
Preseason;3;Away;DEN;L
Preseason;4;Home;CAR;W
Regular Season;6;Home;CLE;W
Regular Season;7;Away;MIA;W
Regular Season;8;Away;NO;L
Regular Season;9;Away;CIN;W
Regular Season;10;Home;NE;L
Regular Season;11;Home;OAK;W
Regular Season;12;Away;BUF;W
Regular Season;13;Away;BAL;W
Regular Season;14;Home;CIN;W
Regular Season;15;Home;NYJ;L
Regular Season;16;Home;CAR;W
Regular Season;17;Away;CLE;W
Postseason;19;Home;BAL;W
Postseason;20;Home;NYJ;W
Postseason;22;Away;GB;L
Preseason;1;Home;ARI;W
Preseason;2;Away;WAS;L
Preseason;3;Home;BUF;W
Preseason;4;Away;CAR;W
Regular Season;1;Home;TEN;W
Regular Season;2;Away;CHI;L
Regular Season;3;Away;CIN;L
Regular Season;4;Home;SD;W
Regular Season;5;Away;DET;W
Regular Season;6;Home;CLE;W
Regular Season;7;Home;MIN;W
Regular Season;9;Away;DEN;W
Regular Season;10;Home;CIN;L
Regular Season;11;Away;KC;L
Regular Season;12;Away;BAL;L
Regular Season;13;Home;OAK;L
Regular Season;14;Away;CLE;L
Regular Season;15;Home;GB;W
Regular Season;16;Home;BAL;W
Regular Season;17;Away;MIA;W
Preseason;1;Home;PHI;W
Preseason;2;Away;BUF;L
Preseason;3;Away;MIN;W
Preseason;4;Home;CAR;W
Regular Season;1;Home;HOU;W
Regular Season;2;Away;CLE;W
Regular Season;3;Away;PHI;L
Regular Season;4;Home;BAL;W
Regular Season;5;Away;JAC;W
Regular Season;7;Away;CIN;W
Regular Season;8;Home;NYG;L
Regular Season;9;Away;WAS;W
Regular Season;10;Home;IND;L
Regular Season;11;Home;SD;W
Regular Season;12;Home;CIN;W
Regular Season;13;Away;NE;W
Regular Season;14;Home;DAL;W
Regular Season;15;Away;BAL;W
Regular Season;16;Away;TEN;L
Regular Season;17;Home;CLE;W
Postseason;19;Home;SD;W
Postseason;20;Home;BAL;W
Postseason;21;Away;ARI;W
Preseason;0;Home;NO;W
Preseason;1;Home;GB;L
Preseason;2;Away;WAS;W
Preseason;3;Home;PHI;W
Preseason;4;Away;CAR;W
Regular Season;1;Away;CLE;W
Regular Season;2;Home;BUF;W
Regular Season;3;Home;SF;W
Regular Season;4;Away;ARI;L
Regular Season;5;Home;SEA;W
Regular Season;7;Away;DEN;L
Regular Season;8;Away;CIN;W
Regular Season;9;Home;BAL;W
Regular Season;10;Home;CLE;W
Regular Season;11;Away;NYJ;L
Regular Season;12;Home;MIA;W
Regular Season;13;Home;CIN;W
Regular Season;14;Away;NE;L
Regular Season;15;Home;JAC;L
Regular Season;16;Away;STL;W
Regular Season;17;Away;BAL;L
Postseason;18;Home;JAC;L
Pro Bowl;22;Away;NPR;L
Preseason;1;Away;ARI;L
Preseason;2;Home;MIN;L
Preseason;3;Away;PHI;L
Preseason;4;Home;CAR;L
Regular Season;1;Home;MIA;W
Regular Season;2;Away;JAC;L
Regular Season;3;Home;CIN;L
Regular Season;5;Away;SD;L
Regular Season;6;Home;KC;W
Regular Season;7;Away;ATL;L
Regular Season;8;Away;OAK;L
Regular Season;9;Home;DEN;L
Regular Season;10;Home;NO;W
Regular Season;11;Away;CLE;W
Regular Season;12;Away;BAL;L
Regular Season;13;Home;TB;W
Regular Season;14;Home;CLE;W
Regular Season;15;Away;CAR;W
Regular Season;16;Home;BAL;L
Regular Season;17;Away;CIN;W
Regular Season;1;Home;TEN;W
Regular Season;2;Away;HOU;W
Regular Season;3;Home;NE;L
Regular Season;5;Away;SD;W
Regular Season;6;Home;JAC;L
Regular Season;7;Away;CIN;W
Regular Season;8;Home;BAL;W
Regular Season;9;Away;GB;W
Regular Season;10;Home;CLE;W
Regular Season;11;Away;BAL;L
Regular Season;12;Away;IND;L
Regular Season;13;Home;CIN;L
Regular Season;14;Home;CHI;W
Regular Season;15;Away;MIN;W
Regular Season;16;Away;CLE;W
Regular Season;17;Home;DET;W
Postseason;18;Away;CIN;W
Postseason;19;Away;IND;W
Postseason;20;Away;DEN;W
Postseason;21;Home;SEA;W
Regular Season;1;Home;OAK;W
Regular Season;2;Away;BAL;L
Regular Season;3;Away;MIA;W
Regular Season;4;Home;CIN;W
Regular Season;5;Home;CLE;W
Regular Season;6;Away;DAL;W
Regular Season;8;Home;NE;W
Regular Season;9;Home;PHI;W
Regular Season;10;Away;CLE;W
Regular Season;11;Away;CIN;W
Regular Season;12;Home;WAS;W
Regular Season;13;Away;JAC;W
Regular Season;14;Home;NYJ;W
Regular Season;15;Away;NYG;W
Regular Season;16;Home;BAL;W
Regular Season;17;Away;BUF;W
Postseason;19;Home;NYJ;W
Postseason;20;Home;NE;L
Preseason;1;Home;MIA;L
Preseason;2;Away;BUF;L
Preseason;3;Away;NYJ;W
Preseason;4;Home;NE;W
Regular Season;1;Away;DAL;W
Regular Season;2;Home;NO;W
Regular Season;3;Home;WAS;L
Regular Season;4;Away;MIN;L
Regular Season;5;Away;GB;L
Regular Season;6;Home;BAL;W
Regular Season;7;Away;LA;W
Regular Season;9;Home;PHI;W
Regular Season;10;Home;CIN;W
Regular Season;11;Home;CHI;W
Regular Season;12;Away;CLE;W
Regular Season;13;Away;PIT;L
Regular Season;14;Home;DAL;W
Regular Season;15;Home;DET;W
Regular Season;16;Away;PHI;L
Regular Season;17;Away;WAS;W
Postseason;18;Away;GB;L
Preseason;1;Away;CIN;L
Preseason;2;Home;JAC;W
Preseason;3;Home;NYJ;L
Preseason;4;Away;NE;W
Regular Season;1;Away;DAL;L
Regular Season;2;Home;ATL;L
Regular Season;3;Home;WAS;W
Regular Season;4;Away;BUF;W
Regular Season;5;Home;SF;W
Regular Season;6;Away;PHI;L
Regular Season;7;Home;DAL;W
Regular Season;8;Away;NO;L
Regular Season;9;Away;TB;W
Regular Season;10;Home;NE;L
Regular Season;12;Away;WAS;L
Regular Season;13;Home;NYJ;L
Regular Season;14;Away;MIA;W
Regular Season;15;Home;CAR;L
Regular Season;16;Away;MIN;L
Regular Season;17;Home;PHI;L
Pro Bowl;21;Away;RIC;W
Preseason;0;Away;BUF;W
Preseason;1;Home;PIT;W
Preseason;2;Away;IND;W
Preseason;3;Away;NYJ;W
Preseason;4;Home;NE;W
Regular Season;1;Away;DET;L
Regular Season;2;Home;ARI;L
Regular Season;3;Home;HOU;W
